address,lat_truth,lon_truth,bbox_nom_s,bbox_nom_w,bbox_nom_n,bbox_nom_e,country0,bbox0_s,bbox0_w,bbox0_n,bbox0_e,admin1,bbox1_s,bbox1_w,bbox1_n,bbox1_e,admin2,bbox2_s,bbox2_w,bbox2_n,bbox2_e,gpt35_lat,gpt35_lon,gpt35_s,gpt35_w,gpt35_n,gpt35_e,gpt4_lat,gpt4_lon,gpt4_s,gpt4_w,gpt4_n,gpt4_e,ds_lat,ds_lon,ds_s,ds_w,ds_n,ds_e,dist_gpt35_km,dist_gpt4_km,dist_ds_km,iou_gpt35,iou_gpt4,iou_ds
"Shule ya Msingi Mwataga, Shinyanga, Tanzania",-3.6512006,33.8532055,-3.6512506,33.8531555,-3.6511506,33.8532555,Tanzania,-11.745695113999886,29.327167512000017,-0.9857875099999092,40.4451370000001,Shinyanga,-4.326643942999851,31.682971953000106,-3.197847842999977,34.234340668000186,Kishapu,-3.754288434999978,33.77323532100013,-3.494090794999977,33.930381775000114,-3.663611,33.421944,-3.664611,33.420944,-3.662611,33.422944,-3.661977,33.423681,-3.662977,33.422681,-3.660977,33.424681,-3.65,33.85,-3.65,33.85,-3.65,33.85,47.87631511094725,47.67877445468558,0.3799388221276561,0.0,0.0,0.5645570586328178
"Escola de Música Kairós, Paraíba, Brazil",-7.0203679,-37.2811081,-7.0204179,-37.2811581,-7.0203179,-37.2810581,Brazil,-33.74631599999998,-73.98970794799999,5.264877796000064,-28.847639913999956,Paraíba,-8.30295505099997,-38.76560342799996,-6.025911905999976,-34.793086459999984,Patos,-7.154174891999901,-37.524516440999946,-6.905200030999936,-37.1726479429999,-7.1191,-34.8736,-7.1192,-34.8737,-7.119,-34.8735,-7.11532,-34.8821,-7.11667,-34.88349,-7.11397,-34.88071,-7.02,-37.28,-7.02,-37.28,-7.02,-37.28,265.8937798225225,264.9406165189362,0.12895229679036885,0.0,0.0,0.6399999999999004
"西崎第二病院, Okinawa, Japan",26.14836,127.688159,26.14831,127.688109,26.14841,127.688209,Japan,24.045416000000102,122.93319702100008,45.52278518700018,153.98693800000012,Okinawa,24.045416000000102,122.93319702100008,27.09475700000013,131.33265700000004,Itoman,25.550173000000143,127.54715700000008,26.15703600000012,127.79732500000011,26.2125,127.6797,26.2124,127.6796,26.2126,127.6798,26.319528,127.758392,26.318179,127.757043,26.320877,127.759741,26.1444,127.7222,26.15,127.69,26.15,127.69,7.18181997449431,20.28121193432508,3.4262655188151334,0.0,0.0,0.6400000000002842
"Graveyard, Tabora, Tanzania",-5.01363,32.7793942,-5.01368,32.7793442,-5.01358,32.7794442,Tanzania,-11.745695113999886,29.327167512000017,-0.9857875099999092,40.4451370000001,Tabora,-6.97883128999996,31.03871536300005,-3.879067419999956,34.242805480000186,Tabora,-5.062450884999976,32.717079162999994,-5.009727000999874,32.796607821000066,-5.0714,32.8216,-5.0715,32.8215,-5.0713,32.8217,-5.016667,32.8,-5.036667,32.78,-4.996667,32.82,-5.01,32.78,-5.01,32.78,-5.01,32.78,7.944751534205519,2.3073350071447187,0.4091775796968232,0.0,0.11021103197563599,0.5396169733382347
"Kuningan Restaurant, Jawa Timur, Indonesia",-7.2716247,112.750176,-7.2716747,112.750126,-7.2715747,112.750226,Indonesia,-11.007614999999872,95.00970500000012,6.076941000000147,141.01939400000003,Jawa Timur,-8.780360220999967,110.89871978700012,-5.048856999999941,116.2701873770003,Surabaya,-7.277653216999909,112.74368286100002,-7.267600058999904,112.75492096000004,-7.2575,112.7521,-7.2585,112.7511,-7.2565,112.7531,-7.782778,112.190556,-7.783778,112.189556,-7.781778,112.191556,-7.27,112.75,-7.27,112.75,-7.27,112.75,1.5848680226209433,83.88225107547444,0.18169842839619255,0.12992696639638793,0.0,0.6400000000002416
"سینما کیهان, Lorestan, Iran",33.4826472,49.0588927,33.4825972,49.0588427,33.4826972,49.0589427,Iran,25.058748000000097,44.04726410000018,39.77722167900015,63.317459107000104,Lorestan,32.60153579700011,46.83505630600018,34.35853958100017,50.001533508000136,Dorud,33.38388443000014,48.82936096300011,33.73846435500019,49.27153015200014,33.4875,48.3558,33.4874,48.3557,33.4876,48.3559,33.4878,48.3559,33.4828,48.3509,33.4928,48.3609,33.48,49.06,33.48,49.06,33.48,49.06,65.20682542161109,65.19772352099947,0.31175521212687085,0.0,0.0,0.5986150534947334
"مدرسة الضبعة الفنية المتقدمة لتكنولوجيا الطاقة النووية, Matrouh, Egypt",31.0490672,28.409126,31.0490172,28.409076,31.0491172,28.409176,Egypt,21.72538900000012,24.698099190000164,31.667917251000063,36.2487489990001,Matrouh,27.650148000000115,24.698099190000164,31.667917251000063,30.33783700000015,Ad-Dab'ah,28.57874679300005,27.772940000000062,31.177935000000105,28.761469000000034,31.352222,27.237778,31.351222,27.236778,31.353222,27.238778,30.9128,28.6682,30.912,28.6674,30.9136,28.669,31.05,28.41,31.05,28.41,31.05,28.41,116.39602170139622,28.97548102680207,0.13300602950803922,0.0,0.0,0.6400000000001137
"Traveller's Rest, England, United Kingdom",51.3765098,-2.5528971,51.3760885,-2.5534403,51.3768536,-2.5523606,United Kingdom,49.86531000000008,-8.649995999999874,60.84548000000012,1.7643926980000515,England,49.86531000000008,-6.4190079999999625,55.81165700000019,1.7643926980000515,Bath and North East Somerset,51.35568203400004,-2.590256895999971,51.41384844600009,-2.524896045999924,51.5074,-0.1278,51.5073,-0.1279,51.5075,-0.1277,51.5074,-0.1278,50.922,-2.9674,52.811,1.762,51.38,-2.55,51.38,-2.55,51.38,-2.55,168.70118265156697,168.70118265156697,0.4370886806469192,0.0,4.4443848896890825e-05,0.5016254354368594
"姫路網干郵便局, Hyōgo, Japan",34.7865925,134.5911299,34.7865425,134.5910799,34.7866425,134.5911799,Japan,24.045416000000102,122.93319702100008,45.52278518700018,153.98693800000012,Hyōgo,34.15576900000008,134.25642400000004,35.67466354400011,135.46955871600005,Himeji,34.59282700000006,134.43315100000007,35.086242676000154,134.79968300000007,34.8261,134.7008,34.8256,134.7003,34.8266,134.7013,34.5863,134.4036,34.5823,134.3996,34.5903,134.4076,34.79,134.59,34.79,134.59,34.79,134.59,10.934249065491317,28.107303388480645,0.39269514560461916,0.0,0.0,0.5525892265447322
"Terminal ADO AU TRV, Veracruz, México",19.3545185,-96.5652248,19.3544013,-96.5653507,19.3546357,-96.565099,México,14.535074242000064,-118.36648469,32.718626008,-86.71074289899985,Veracruz,17.13696491000013,-98.68154660399988,22.471750915000086,-93.6079398089999,Emiliano Zapata,19.337844621000045,-96.90337260699988,19.57629517200013,-96.54066573599994,19.1736,-96.1342,19.1735,-96.1343,19.1737,-96.1341,19.18095,-96.1429,19.18065,-96.14325,19.18125,-96.14255,19.1866,-96.1496,19.35,-96.57,19.35,-96.57,49.51501900083799,48.349060869649456,47.453690952360624,0.0,0.0,0.3732184670583156
"Shri Sainath Blood Bank, Maharashtra, India",19.7632702,74.4756253,19.7632202,74.4755753,19.7633202,74.4756753,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Maharashtra,15.60459995300016,72.65069600099997,22.030998229000147,80.89215850900018,Ahmadnagar,19.635730744,74.25485992500006,19.988569260000133,74.68636322000009,19.8762,75.3433,19.8761,75.3432,19.8763,75.3434,19.8761653,75.3433139,19.8758163,75.3429649,19.8765143,75.3436629,19.76,74.48,19.76,74.48,19.76,74.48,91.63027143222571,91.63119290315704,0.5846401594229249,0.0,0.0,0.4408017518671164
"Bloomington Bible Church, Illinois, United States",40.4936073,-88.9787637,40.4935573,-88.9788137,40.4936573,-88.9787137,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Illinois,36.97111892700019,-91.51262664899993,42.50947952300015,-87.0180816649999,McLean,40.28129959200004,-89.26832580499996,40.756671906000065,-88.45918273899991,40.4676,-88.9323,40.4666,-88.9333,40.4686,-88.9313,40.4842,-88.9937,40.4832,-88.9947,40.4852,-88.9927,40.4902,-88.9876,40.49,-88.98,40.49,-88.98,4.879164876320257,1.6400260891072602,0.8377923900030522,0.0,0.05690631010855962,0.5409304965182077
"Hypco, South, Lebanon",33.2558635,35.2185578,33.2558135,35.2185078,33.2559135,35.2186078,Lebanon,33.055000306000125,35.102626801000156,34.691406249000124,36.621833802000026,South,33.08589553900015,35.102626801000156,33.597900390999996,35.63638687200017,Sour,33.23919296200006,35.21244049100011,33.28251648000014,35.26123428300019,33.8333,35.8333,33.8333,35.8333,33.8333,35.8333,33.8938,35.5018,33.8485,35.4608,33.9391,35.5428,33.26,35.22,33.26,35.22,33.26,35.22,85.83934461926663,75.63311849289478,0.4791072597465515,0.0,0.0,0.5108801798315273
"École Normale d'Instituteurs de Dogbo, Kouffo, Benin",6.7840479,1.7777207,6.7816195,1.7749429,6.7862364,1.7806076,Benin,6.234909500000072,0.7743450010000856,12.418351173000133,3.8517010210001104,Kouffo,6.707055971999978,1.5576160000000527,7.499698010000032,2.1065810000000056,Dogbo,6.748215000000073,1.7311430000000314,6.82692000000003,1.8186750000000416,6.8375,1.6647,6.8374,1.6646,6.8376,1.6648,6.816667,1.783333,6.816567,1.783133,6.816767,1.783533,6.785,1.775,6.78,1.77,6.79,1.78,13.821828515794797,3.6796314308663955,0.31851858565165364,0.0,0.0,0.6956736893938267
"中国银行, Guizhou, China",27.707199,106.9416197,27.707149,106.9415697,27.707249,106.9416697,China,18.15930600000013,73.55770111200007,53.56085968000019,134.77392578100023,Guizhou,24.62358093300014,103.5997161860002,29.219163894000076,109.58615875100014,Zunyi,27.609235764000005,106.74894714400006,27.81740951600011,107.00979614200008,26.578343,106.713478,26.577343,106.712478,26.579343,106.714478,26.647661,106.630153,24.97564,103.36436,29.2272,109.59955,27.71,106.94,27.71,106.94,27.71,106.94,127.53672168756972,121.77697296158185,0.34989917162925294,0.0,1.5029541373419717e-05,0.5890856943530128
"Vitthal Children Hospital & Dental Clinic, Maharashtra, India",20.4832578,77.4790286,20.4832078,77.4789786,20.4833078,77.4790786,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Maharashtra,15.60459995300016,72.65069600099997,22.030998229000147,80.89215850900018,Washim,20.402099610000107,77.31915283300015,20.76114082400005,77.68754577599998,19.876165,75.343314,19.876065,75.343214,19.876265,75.343414,19.8761653,75.3433139,19.8758163,75.3429649,19.8765143,75.3436629,20.48,77.48,20.48,77.48,20.48,77.48,232.89781485200555,232.8978149677344,0.3761175091681003,0.0,0.0,0.5614407909270445
"Paris École Militaire, Île-de-France, France",48.85562,2.3068506,48.85557,2.3068006,48.85567,2.3069006,France,41.33375200000012,-5.143750999999895,51.089397432000055,9.560416222000129,Île-de-France,48.12054061900005,1.4472794530001352,49.237377167000034,3.555686952000144,Paris,48.846759796000015,2.289783715000169,48.86347961400003,2.3328523630001428,48.8557,2.3073,48.8547,2.3063,48.8567,2.3083,48.8534,2.3488,48.8156,2.2241,48.9022,2.4699,48.8546,2.3057,48.86,2.31,48.86,2.31,0.034060960916980104,3.0790675377160355,0.14124523615763132,0.8099999999996442,0.016187594798609612,0.44577836991629766
"Gatenbröcker, Nordrhein-Westfalen, Germany",51.5219194,7.0082458,51.5218694,7.0081958,51.5219694,7.0082958,Germany,47.27069713400016,5.86625051600015,55.05652600000013,15.041814803000136,Nordrhein-Westfalen,50.32301330700005,5.86625051600015,52.531444550000174,9.461478233000037,Essen,51.347232819000055,6.89450788400012,51.534126282000045,7.136841774000118,51.4333,7.0167,51.4233,7.0067,51.4433,7.0267,51.6833,7.8167,51.6829,7.8153,51.6837,7.8181,51.52,7.01,51.52,7.01,51.52,7.01,9.871406234960522,58.647858102858265,0.24552425867097966,0.0,0.0,0.6399999999999004
"Россельхозбанк, Kostroma, Russia",57.735853,40.908749,57.735803,40.908699,57.735903,40.908799,Russia,41.188865663,-179.99999999999994,81.85624700000005,180.0000000000001,Kostroma,57.28332519500003,40.40583419800015,59.61468124500004,47.63473129300013,Kostroma,57.69070816200008,40.83119201700009,57.78662872400014,41.04413986300011,57.767067,40.926086,57.766967,40.925986,57.767167,40.926186,57.767961,40.926858,57.766611,40.925508,57.769311,40.928208,57.74,40.91,57.74,40.91,57.74,40.91,3.6200617161311026,3.728416983613079,0.46706544484829715,0.0,0.0,0.5102957969571358
"Rustica, Tarlac, Philippines",15.3435856,120.6061367,15.3435356,120.6060867,15.3436356,120.6061867,Philippines,4.586940000000141,116.92833709800016,21.070141000000092,126.60534668000014,Tarlac,15.163029671000004,120.16323852500012,15.889109612000029,120.78286743100011,Concepcion,15.329930305000062,120.60398101800013,15.356439592000072,120.654838562,15.4875,120.5867,15.4871,120.5863,15.4879,120.5871,15.4821,120.5977,15.4811,120.5967,15.4831,120.5987,15.34,120.61,15.34,120.61,15.34,120.61,16.137615798225944,15.428627342134025,0.5749632249423572,0.0,0.0,0.4505958727117614
"Farmatodo, Yaracuy, Venezuela",10.3330318,-68.7586342,10.3329818,-68.7586842,10.3330818,-68.7585842,Venezuela,0.6487600220000331,-73.35214233399995,15.672918000000152,-59.807006999999885,Yaracuy,9.894850731000076,-69.18096923899992,10.768664000000117,-68.23989868099994,Sucre,10.206262588000072,-68.8267898549999,10.404735566000111,-68.64307403599992,10.4881,-68.1963,10.4876,-68.1968,10.4886,-68.1958,10.3417,-68.7324,10.3412,-68.7329,10.3422,-68.7319,10.33,-68.76,10.33,-68.76,10.33,-68.76,63.87083349856303,3.027300551080177,0.36874527485943404,0.0,0.0,0.5749967347630573
"Boys College, Balochistan, Pakistan",29.0296815,69.1635299,29.0284587,69.1629716,29.0309683,69.1641344,Pakistan,23.70291500000002,60.899436949999995,36.88980484000007,75.36699676400013,Balochistan,24.89097200000009,60.899436949999995,32.07609939500003,70.26187133700012,Sibi,28.453222275000087,68.28254699700005,29.685758591000138,69.73613739100011,30.1798,66.975,30.1797,66.9749,30.1799,66.9751,30.1798,67.0011,30.1795,66.9998,30.1801,67.0014,29.03,69.16,29.03,69.16,29.03,69.16,247.22244200884728,245.0666123783445,0.34501767235689634,0.0,0.0,0.5454261041312537
"Heritage Christian Academy, Florida, United States",30.1193399,-81.7039086,30.1192899,-81.7039586,30.1193899,-81.7038586,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Florida,-34.42643340099994,-87.63722999999993,31.00210952900011,-55.09820599999995,Clay,29.718530655999984,-82.04939270099999,30.190759659000097,-81.57522582999997,28.538336,-81.379234,28.537936,-81.379634,28.538736,-81.378834,28.549445,-81.772854,28.548445,-81.773854,28.550445,-81.771854,30.12,-81.7,30.12,-81.7,30.12,-81.7,178.59461703328913,174.69222517340032,0.3830327226677907,0.0,0.0,0.5236764454484123
"PKO BP, Śląskie, Poland",50.2640129,19.0202394,50.2639629,19.0201894,50.2640629,19.0202894,Poland,49.002044678000175,14.12288475000014,54.83641815200008,24.145782471000075,Śląskie,49.39406967200017,18.035036086000105,51.09943008400006,19.974000931999967,Katowice,50.13006591800007,18.89154052600003,50.29769134600019,19.124378204000152,50.06143,19.93658,50.06133,19.93648,50.06153,19.93668,50.2648919,18.9653581,49.0020252,17.7864924,51.1494026,20.9943041,50.2649,19.0238,50.26,19.02,50.26,19.02,69.05033835213396,3.9022312164277286,0.2716334829818969,0.0,5.761999814851008e-05,0.5177933505845211
"Dermanhana, Balkan, Turkmenistan",40.0070953,52.9979879,40.0070453,52.9979379,40.0071453,52.9980379,Turkmenistan,35.12981414800015,52.441433127000096,42.795551301000046,66.68430328400018,Balkan,37.30918100000008,52.441433127000096,42.343498001000114,57.21840367900012,Kanar,39.978786469,52.87708478000013,40.11764100000005,53.23343600500016,38.0511,54.1892,38.051,54.1891,38.0512,54.1893,39.5108,54.3671,39.5071,54.3642,39.5145,54.37,40.01,53.0,40.01,53.0,40.01,53.0,240.60172986414418,129.38855039791756,0.36563475221143255,0.0,0.0,0.5820271943444173
"u Svatého Jana, Královéhradecký, Czechia",50.3855415,16.1811838,50.3755415,16.1711838,50.3955415,16.1911838,Czechia,48.552416587000096,12.090760231000049,51.05569076500012,18.85925292999997,Královéhradecký,50.03408813600004,15.113697052000193,50.79182052700008,16.58551979000015,Náchod,50.290111543000194,15.779458046000173,50.67184448300003,16.445915223000043,50.2106,15.8274,50.2105,15.8273,50.2107,15.8275,50.2092,15.8326,50.2087,15.8311,50.2097,15.8341,50.39,16.18,50.38,16.17,50.4,16.19,31.778782824521517,31.584216290744102,0.5028164114540787,0.0,0.0,0.4444444444446024
"V Power, Vinnytsya, Ukraine",49.2071841,28.4950135,49.2071341,28.4949635,49.2072341,28.4950635,Ukraine,44.38597106900016,22.140447617000177,52.375034333000144,40.21807098400001,Vinnytsya,48.06412887500011,27.37400055000012,49.897865295000145,30.041431427000077,Vinnyts'ka,49.17684555100004,28.396881103999988,49.27919006400009,28.589014053000085,49.233083,28.468216,49.232983,28.468116,49.233183,28.468316,49.23278,28.48102,49.23268,28.48092,49.23288,28.48112,49.2338,28.4855,49.21,28.49,49.21,28.5,3.4758061837354206,3.02214782047408,3.0391359600951335,0.0,0.0,0.499493920801764
"Sertuy, Galicia, Spain",42.1569481,-8.6650468,42.1568981,-8.6650968,42.1569981,-8.6649968,Spain,27.637361527000053,-18.16152763299982,43.79152679400016,4.328195000000164,Galicia,41.80736160300006,-9.301805999999884,43.79152679400016,-6.73381090099997,Pontevedra,42.135402679000094,-8.690477999999871,42.24346161000011,-8.566271781999944,42.878213,-8.544844,42.877213,-8.545844,42.879213,-8.543844,42.5753,-7.1099,42.5749,-7.1103,42.5757,-7.1095,42.16,-8.665,42.16,-8.67,42.16,-8.66,80.80377588409499,135.96836136961096,0.33937772165074737,0.0,0.0,0.49824705095035177
"École primaire publique de Massiagourou, Borgou, Benin",9.8708628,2.9349092,9.8704928,2.9345539,9.8714388,2.9353505,Benin,6.234909500000072,0.7743450010000856,12.418351173000133,3.8517010210001104,Borgou,8.764588001000163,1.9669110000000956,10.649970999999994,3.8322420000000648,Nikki,9.793351000000143,2.76901700000019,9.960278000000017,3.0077260000001047,9.6325,2.2586,9.6324,2.2585,9.6326,2.2587,9.30769,2.315834,9.30669,2.314834,9.30869,2.316834,9.87,2.935,9.87,2.93,9.87,2.94,78.71217887994167,92.3506456090399,0.09645326438408469,0.0,0.0,0.4966027118441075
"평양아동백화점, P'yŏngyang, North Korea",39.0300356,125.7571066,39.0299856,125.7570566,39.0300856,125.7571566,North Korea,37.675976000000105,124.18235800000014,43.00605011000005,130.674393,P'yŏngyang,38.701644898000154,125.52278137200004,39.27795410100009,126.38806152300016,Pyongyang,38.896583558000145,125.576713562,39.27795410100009,126.05236053500016,39.0336,125.7547,39.0326,125.7537,39.0346,125.7557,39.0392,125.7625,38.9967,125.7278,39.0817,125.7972,39.03,125.76,39.03,125.76,39.03,125.76,0.4475474417550707,1.1204640118046791,0.24995749475115836,0.5474353648630661,0.05302929868750538,0.5834150787454185
"Abbasia Masjid, Punjab, Pakistan",29.1489093,71.2619753,29.1488593,71.2619253,29.1489593,71.2620253,Pakistan,23.70291500000002,60.899436949999995,36.88980484000007,75.36699676400013,Punjab,27.69840049700008,69.26175689700011,34.02439498900014,76.93139648300019,Bahawalpur,27.79225158700018,70.8770141600001,29.838245391000044,72.86485290500008,31.5497,74.3436,31.5487,74.3426,31.5507,74.3446,31.582045,74.329376,31.581695,74.328926,31.582395,74.329826,29.15,71.26,29.15,71.26,29.15,71.26,398.3395221030901,399.7164270917602,0.22694959240257873,0.0,0.0,0.6400000000002842
"Porta de Música, Galicia, Spain",42.8838323,-8.538922,42.8837823,-8.538972,42.8838823,-8.538872,Spain,27.637361527000053,-18.16152763299982,43.79152679400016,4.328195000000164,Galicia,41.80736160300006,-9.301805999999884,43.79152679400016,-6.73381090099997,A Coruña,42.82412338200004,-8.631259918999945,42.989604949000125,-8.389471053999955,42.878213,-8.544844,42.878113,-8.544944,42.878313,-8.544744,42.8782132,-8.5448445,42.8778642,-8.5451935,42.8785622,-8.5444955,42.88,-8.54,42.88,-8.54,42.88,-8.54,0.7894635693971401,0.7894708693243373,0.4350903535175381,0.297756791183094,0.3038367982655096,0.5280091531476273
"Former Site of Plandome Road School, New York, United States",40.7951395,-73.699935,40.7950895,-73.699985,40.7951895,-73.699885,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,New York,40.49617000000018,-79.76332855299995,45.01583099400017,-71.85635399999995,Nassau,40.57483300000007,-73.77040099999994,40.91861000000017,-73.41611499999988,40.7894,-73.6951,40.7893,-73.6952,40.7895,-73.695,40.7979,-73.6995,40.7965,-73.7009,40.7993,-73.6981,40.8065,-73.7004,40.8,-73.7,40.8,-73.7,0.7569516593762309,0.3091300036144557,1.2638361901953679,0.32892533510017796,0.7099642456247409,0.4716175230167387
"Awiteks, Małopolskie, Poland",50.0604921,19.9481672,50.0604421,19.9481172,50.0605421,19.9482172,Poland,49.002044678000175,14.12288475000014,54.83641815200008,24.145782471000075,Małopolskie,49.17847824000006,19.08312225300017,50.52050018400007,21.421741484999984,Kraków (City),49.96766662600015,19.792238235000127,50.12613677900015,20.21734619199998,50.06465,19.94498,50.06455,19.94488,50.06475,19.94508,50.06143,19.93658,49.88257,19.22443,50.37363,20.3892,50.06,19.95,50.06,19.95,50.06,19.95,0.515282031312918,0.8336900150690807,0.1418163401994316,0.45743598579774103,0.0006795437301887791,0.6399999999999431
"Ellison High School, Texas, United States",31.0837847,-97.7391544,31.0837347,-97.7392044,31.0838347,-97.7391044,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Texas,25.83809470500006,-106.64578246999992,36.5034408570001,-93.50874328599993,Bell,30.754730224000017,-97.91345977699996,31.322450637000088,-97.07118225099998,31.1057,-97.7431,31.1047,-97.7441,31.1067,-97.7421,31.08351,-97.659737,31.082361,-97.660887,31.084659,-97.658587,31.08,-97.74,31.08,-97.74,31.08,-97.74,2.4656602196287594,7.5628966929134505,0.42847455501017195,0.0,0.0,0.530724630106102
"Life Line Hospital, Andhra Pradesh, India",14.686302,77.598499,14.686252,77.598449,14.686352,77.598549,India,6.754256000000055,68.18624900000009,33.25571060100009,97.17215728800004,Andhra Pradesh,12.611840249000124,76.7569885260001,19.15689086100008,84.76101684600019,Anantapur,14.442410469000038,77.27189636200018,14.93840026800001,77.88878631600005,17.385044,78.486671,17.384944,78.486571,17.385144,78.486771,17.385,78.4867,17.384,78.4857,17.386,78.4877,14.69,77.6,14.69,77.6,14.69,77.6,314.7365383876085,314.7328112709961,0.44175822871965287,0.0,0.0,0.5356955577198859
"Wayne Township Cemetery, Illinois, United States",41.9416947,-88.1900731,41.9416447,-88.1901231,41.9417447,-88.1900231,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Illinois,36.97111892700019,-91.51262664899993,42.50947952300015,-87.0180816649999,Dupage,41.686828614000035,-88.26342773399989,41.993831635000106,-87.91388702399996,41.6444,-88.0847,41.6439,-88.0852,41.6449,-88.0842,41.9495,-88.2525,41.9485,-88.2535,41.9505,-88.2515,41.94,-88.19,41.94,-88.19,41.94,-88.19,34.19239871799466,5.23542875159587,0.18853901247146365,0.0,0.0,0.6400000000001137
"長南パブリックＧＣ, Chiba, Japan",35.3999802,140.2133013,35.3999302,140.2132513,35.4000302,140.2133513,Japan,24.045416000000102,122.93319702100008,45.52278518700018,153.98693800000012,Chiba,34.89888763400006,139.7400050000001,36.10022735600012,140.87071228000002,Chōnan,35.313644409000005,140.19328308100012,35.42822647100019,140.30361938400006,35.6075,140.1231,35.6065,140.1221,35.6085,140.1241,35.5074,140.2047,35.5065,140.2038,35.5083,140.2056,35.4,140.21,35.4,140.21,35.4,140.21,24.477169031338867,11.969917840083129,0.29923161491507794,0.0,0.0,0.5588583073833486
"Country Side, Georgia, United States",32.0107674,-81.0734454,32.0107174,-81.0734954,32.0108174,-81.0733954,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Georgia,30.357130051000127,-85.60550689799993,35.00204086300005,-80.84092699999997,Chatham,31.719999000000143,-81.39187599999997,32.23770900000005,-80.84092699999997,33.9526,-83.9912,33.9376,-84.0072,33.9676,-83.9752,32.1656,-82.9001,30.3557,-85.6052,35.0007,-80.7514,32.01,-81.07,32.01,-81.07,32.01,-81.07,347.3751202959467,172.9421212778754,0.33587979763363734,0.0,1.7667072759049608e-05,0.5503641465051723
"Palangos botanikos parko planas, Klaipedos, Lithuania",55.91156,21.05805,55.91151,21.058,55.91161,21.0581,Lithuania,53.89010644700005,20.95059600000019,56.447029113999974,26.847221374000128,Klaipedos,55.025696000000096,20.95059600000019,56.385547638000105,22.293405650000068,Palangos,55.84877800500016,21.0497245790001,56.07758331200017,21.14930534300015,55.9204,21.0713,55.9203,21.0712,55.9205,21.0714,55.917,21.068,55.916,21.067,55.918,21.069,55.91,21.06,55.91,21.06,55.91,21.06,1.2837224710983175,0.8662418070192696,0.21179999963191584,0.07272694885588399,0.2040939193258184,0.6399999999999431
"Compton Cemetery, Tennessee, United States",35.9036757,-86.3161029,35.9036257,-86.3161529,35.9037257,-86.3160529,United States,18.909858704999976,-179.15055799999996,72.68750000000006,179.77340700000013,Tennessee,34.983901978000176,-90.31075286799984,36.67924881000005,-81.64745330899996,Rutherford,35.620079041000054,-86.70021820099998,36.10055923600004,-86.14537811299994,35.7854,-89.1167,35.7853,-89.1168,35.7855,-89.1166,35.6554,-88.3965,35.6547,-88.3972,35.6561,-88.3958,35.9,-86.32,35.9,-86.32,35.9,-86.32,252.7671253490871,189.68719380136025,0.5387595324572589,0.0,0.0,0.4449790220970026
"Pharmacie Lawson, Île-de-France, France",48.934061,2.20899,48.934011,2.20894,48.934111,2.20904,France,41.33375200000012,-5.143750999999895,51.089397432000055,9.560416222000129,Île-de-France,48.12054061900005,1.4472794530001352,49.237377167000034,3.555686952000144,Val-d'Oise,48.90867996200012,2.1989269250000234,48.94065856900011,2.231142997000177,48.8566,2.3522,48.8156,2.2254,48.9021,2.4699,48.8566,2.3522,48.815573,2.225193,48.9021449,2.4699208,48.93,2.21,48.93,2.21,48.93,2.21,13.55698417722358,13.55698417722358,0.4575503600538075,0.0,0.0,0.5150955249252652
"沧州高铁汽车站, Hebei, China",38.3048443,116.7627165,38.3047943,116.7626665,38.3048943,116.7627665,China,18.15930600000013,73.55770111200007,53.56085968000019,134.77392578100023,Hebei,36.04610443200016,113.45870208800022,42.617614746000015,119.8482971200001,Cangzhou,38.07791137800018,116.4556655890002,38.54390716700004,117.14085388100013,38.3044,116.8388,38.3034,116.8378,38.3054,116.8398,38.3043,116.8409,38.3039,116.8405,38.3047,116.8413,38.3,116.76,38.3,116.76,38.3,116.76,6.639046563043692,6.822376836874431,0.5885111868890731,0.0,0.0,0.4419646834054449
"Freie Tankstelle Fiedler, Sachsen, Germany",51.0265639,14.7273987,51.0265139,14.7273487,51.0266139,14.7274487,Germany,47.27069713400016,5.86625051600015,55.05652600000013,15.041814803000136,Sachsen,50.17153549200009,11.87146282300006,51.68497467000009,15.041814803000136,Görlitz,50.96603012100019,14.673710824000068,51.051769256000114,14.838266373000124,51.1044,13.2011,51.1043,13.201,51.1045,13.2012,51.104545,13.201738,51.104445,13.201638,51.104645,13.201838,51.03,14.73,51.03,14.73,51.03,14.73,107.00400121021596,106.96070658508043,0.4231759976031483,0.0,0.0,0.5194510356211801
